,img_url,model,make,dev_id
21,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Casio_EX-Z150_0_4978.JPG,EX-Z150,Casio,0
22,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Casio_EX-Z150_0_4979.JPG,EX-Z150,Casio,0
23,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Casio_EX-Z150_0_4980.JPG,EX-Z150,Casio,0
24,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Casio_EX-Z150_1_5447.JPG,EX-Z150,Casio,1
25,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Casio_EX-Z150_1_5448.JPG,EX-Z150,Casio,1
26,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Casio_EX-Z150_1_5449.JPG,EX-Z150,Casio,1
27,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Casio_EX-Z150_2_5955.JPG,EX-Z150,Casio,2
28,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Casio_EX-Z150_2_5956.JPG,EX-Z150,Casio,2
29,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Casio_EX-Z150_2_5957.JPG,EX-Z150,Casio,2
30,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Casio_EX-Z150_3_6449.JPG,EX-Z150,Casio,3
31,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Casio_EX-Z150_3_6450.JPG,EX-Z150,Casio,3
32,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Casio_EX-Z150_3_6451.JPG,EX-Z150,Casio,3
33,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Casio_EX-Z150_4_6951.JPG,EX-Z150,Casio,4
34,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Casio_EX-Z150_4_6952.JPG,EX-Z150,Casio,4
35,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Casio_EX-Z150_4_6953.JPG,EX-Z150,Casio,4
36,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Kodak_M1063_0_9366.JPG,M1063,Kodak,0
37,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Kodak_M1063_0_9367.JPG,M1063,Kodak,0
38,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Kodak_M1063_0_9368.JPG,M1063,Kodak,0
39,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Kodak_M1063_1_10033.JPG,M1063,Kodak,1
40,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Kodak_M1063_1_10034.JPG,M1063,Kodak,1
41,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Kodak_M1063_1_10035.JPG,M1063,Kodak,1
42,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Kodak_M1063_2_10674.JPG,M1063,Kodak,2
43,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Kodak_M1063_2_10675.JPG,M1063,Kodak,2
44,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Kodak_M1063_2_10676.JPG,M1063,Kodak,2
45,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Kodak_M1063_3_11370.JPG,M1063,Kodak,3
46,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Kodak_M1063_3_11371.JPG,M1063,Kodak,3
47,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Kodak_M1063_3_11372.JPG,M1063,Kodak,3
48,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Kodak_M1063_4_12018.JPG,M1063,Kodak,4
49,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Kodak_M1063_4_12019.JPG,M1063,Kodak,4
50,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Kodak_M1063_4_12020.JPG,M1063,Kodak,4
51,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_CoolPixS710_0_12830.JPG,CoolPixS710,Nikon,0
52,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_CoolPixS710_0_12831.JPG,CoolPixS710,Nikon,0
53,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_CoolPixS710_0_12832.JPG,CoolPixS710,Nikon,0
54,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_CoolPixS710_1_13228.JPG,CoolPixS710,Nikon,1
55,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_CoolPixS710_1_13229.JPG,CoolPixS710,Nikon,1
56,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_CoolPixS710_1_13230.JPG,CoolPixS710,Nikon,1
57,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_CoolPixS710_2_13645.JPG,CoolPixS710,Nikon,2
58,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_CoolPixS710_2_13646.JPG,CoolPixS710,Nikon,2
59,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_CoolPixS710_2_13647.JPG,CoolPixS710,Nikon,2
60,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_CoolPixS710_3_14082.JPG,CoolPixS710,Nikon,3
61,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_CoolPixS710_3_14083.JPG,CoolPixS710,Nikon,3
62,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_CoolPixS710_3_14084.JPG,CoolPixS710,Nikon,3
63,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_CoolPixS710_4_14500.JPG,CoolPixS710,Nikon,4
64,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_CoolPixS710_4_14501.JPG,CoolPixS710,Nikon,4
65,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_CoolPixS710_4_14502.JPG,CoolPixS710,Nikon,4
66,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_D200_0_14902.JPG,D200,Nikon,0
67,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_D200_0_14904.JPG,D200,Nikon,0
68,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_D200_0_14906.JPG,D200,Nikon,0
69,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_D200_0_14908.JPG,D200,Nikon,0
70,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_D200_0_14910.JPG,D200,Nikon,0
71,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_D200_0_14912.JPG,D200,Nikon,0
72,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_D200_1_17202.JPG,D200,Nikon,1
73,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_D200_1_17204.JPG,D200,Nikon,1
74,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_D200_1_17206.JPG,D200,Nikon,1
75,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_D200_1_17208.JPG,D200,Nikon,1
76,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_D200_1_17210.JPG,D200,Nikon,1
77,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_D200_1_17212.JPG,D200,Nikon,1
78,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_D70_0_19445.JPG,D70,Nikon,0
79,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_D70_0_19447.JPG,D70,Nikon,0
80,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_D70_0_19449.JPG,D70,Nikon,0
81,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_D70_1_20543.JPG,D70,Nikon,1
82,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_D70_1_20545.JPG,D70,Nikon,1
83,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_D70_1_20547.JPG,D70,Nikon,1
84,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_D70s_0_21779.JPG,D70s,Nikon,0
85,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_D70s_0_21781.JPG,D70s,Nikon,0
86,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_D70s_0_21783.JPG,D70s,Nikon,0
87,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Olympus_mju_1050SW_0_23679.JPG,mju_1050SW,Olympus,0
88,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Olympus_mju_1050SW_0_23680.JPG,mju_1050SW,Olympus,0
89,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Olympus_mju_1050SW_0_23681.JPG,mju_1050SW,Olympus,0
90,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Olympus_mju_1050SW_1_24134.JPG,mju_1050SW,Olympus,1
91,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Olympus_mju_1050SW_1_24135.JPG,mju_1050SW,Olympus,1
92,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Olympus_mju_1050SW_1_24136.JPG,mju_1050SW,Olympus,1
93,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Olympus_mju_1050SW_2_24614.JPG,mju_1050SW,Olympus,2
94,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Olympus_mju_1050SW_2_24615.JPG,mju_1050SW,Olympus,2
95,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Olympus_mju_1050SW_2_24616.JPG,mju_1050SW,Olympus,2
96,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Olympus_mju_1050SW_3_25100.JPG,mju_1050SW,Olympus,3
97,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Olympus_mju_1050SW_3_25101.JPG,mju_1050SW,Olympus,3
98,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Olympus_mju_1050SW_3_25102.JPG,mju_1050SW,Olympus,3
99,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Olympus_mju_1050SW_4_25551.JPG,mju_1050SW,Olympus,4
100,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Olympus_mju_1050SW_4_25552.JPG,mju_1050SW,Olympus,4
101,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Olympus_mju_1050SW_4_25553.JPG,mju_1050SW,Olympus,4
102,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Praktica_DCZ5.9_0_33686.JPG,DCZ5.9,Praktica,0
103,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Praktica_DCZ5.9_0_33687.JPG,DCZ5.9,Praktica,0
104,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Praktica_DCZ5.9_0_33688.JPG,DCZ5.9,Praktica,0
105,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Praktica_DCZ5.9_1_34099.JPG,DCZ5.9,Praktica,1
106,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Praktica_DCZ5.9_1_34100.JPG,DCZ5.9,Praktica,1
107,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Praktica_DCZ5.9_1_34101.JPG,DCZ5.9,Praktica,1
108,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Praktica_DCZ5.9_2_34511.JPG,DCZ5.9,Praktica,2
109,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Praktica_DCZ5.9_2_34512.JPG,DCZ5.9,Praktica,2
110,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Praktica_DCZ5.9_2_34513.JPG,DCZ5.9,Praktica,2
111,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Praktica_DCZ5.9_3_35002.JPG,DCZ5.9,Praktica,3
112,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Praktica_DCZ5.9_3_35003.JPG,DCZ5.9,Praktica,3
113,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Praktica_DCZ5.9_3_35004.JPG,DCZ5.9,Praktica,3
114,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Praktica_DCZ5.9_4_35425.JPG,DCZ5.9,Praktica,4
115,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Praktica_DCZ5.9_4_35426.JPG,DCZ5.9,Praktica,4
116,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Praktica_DCZ5.9_4_35427.JPG,DCZ5.9,Praktica,4
117,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Rollei_RCP-7325XS_0_42182.JPG,RCP-7325XS,Rollei,0
118,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Rollei_RCP-7325XS_0_42183.JPG,RCP-7325XS,Rollei,0
119,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Rollei_RCP-7325XS_0_42184.JPG,RCP-7325XS,Rollei,0
120,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Rollei_RCP-7325XS_1_42606.JPG,RCP-7325XS,Rollei,1
121,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Rollei_RCP-7325XS_2_43040.JPG,RCP-7325XS,Rollei,2
122,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Rollei_RCP-7325XS_2_43042.JPG,RCP-7325XS,Rollei,2
123,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Samsung_L74wide_0_43499.JPG,L74wide,Samsung,0
124,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Samsung_L74wide_0_43500.JPG,L74wide,Samsung,0
125,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Samsung_L74wide_0_43501.JPG,L74wide,Samsung,0
126,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Samsung_L74wide_0_43502.JPG,L74wide,Samsung,0
127,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Samsung_L74wide_1_44104.JPG,L74wide,Samsung,1
128,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Samsung_L74wide_1_44105.JPG,L74wide,Samsung,1
129,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Samsung_L74wide_1_44106.JPG,L74wide,Samsung,1
130,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Samsung_L74wide_2_44628.JPG,L74wide,Samsung,2
131,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Samsung_L74wide_2_44629.JPG,L74wide,Samsung,2
132,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Samsung_L74wide_2_44630.JPG,L74wide,Samsung,2
133,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Samsung_NV15_0_45287.JPG,NV15,Samsung,0
134,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Samsung_NV15_0_45288.JPG,NV15,Samsung,0
135,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Samsung_NV15_0_45289.JPG,NV15,Samsung,0
136,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Samsung_NV15_1_45836.JPG,NV15,Samsung,1
137,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Samsung_NV15_1_45837.JPG,NV15,Samsung,1
138,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Samsung_NV15_1_45838.JPG,NV15,Samsung,1
139,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Samsung_NV15_2_46338.JPG,NV15,Samsung,2
140,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Samsung_NV15_2_46339.JPG,NV15,Samsung,2
141,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Samsung_NV15_2_46340.JPG,NV15,Samsung,2
142,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Agfa_DC-733s_0_456.JPG,DC-733s,Agfa,0
143,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Agfa_DC-733s_0_457.JPG,DC-733s,Agfa,0
144,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Agfa_DC-830i_0_999.JPG,DC-830i,Agfa,0
145,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Agfa_DC-830i_0_1000.JPG,DC-830i,Agfa,0
146,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Agfa_DC-830i_0_1002.JPG,DC-830i,Agfa,0
147,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Agfa_Sensor505-x_0_1621.JPG,Sensor505-x,Agfa,0
148,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Agfa_Sensor530s_0_2036.JPG,Sensor530s,Agfa,0
149,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Agfa_Sensor530s_0_2037.JPG,Sensor530s,Agfa,0
150,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Agfa_Sensor530s_0_2038.JPG,Sensor530s,Agfa,0
151,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Canon_Ixus55_0_2628.JPG,Ixus55,Canon,0
152,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Canon_Ixus55_0_2629.JPG,Ixus55,Canon,0
153,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Canon_Ixus55_0_2630.JPG,Ixus55,Canon,0
154,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Canon_Ixus70_0_3261.JPG,Ixus70,Canon,0
155,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Canon_Ixus70_0_3262.JPG,Ixus70,Canon,0
156,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Canon_Ixus70_0_3263.JPG,Ixus70,Canon,0
157,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Canon_Ixus70_1_3698.JPG,Ixus70,Canon,1
158,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Canon_Ixus70_1_3699.JPG,Ixus70,Canon,1
159,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Canon_Ixus70_1_3700.JPG,Ixus70,Canon,1
160,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Canon_Ixus70_2_4128.JPG,Ixus70,Canon,2
161,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Canon_Ixus70_2_4129.JPG,Ixus70,Canon,2
162,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Canon_Ixus70_2_4130.JPG,Ixus70,Canon,2
163,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Casio_EX-Z150_0_4981.JPG,EX-Z150,Casio,0
164,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Casio_EX-Z150_0_4982.JPG,EX-Z150,Casio,0
165,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Casio_EX-Z150_0_4983.JPG,EX-Z150,Casio,0
166,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Casio_EX-Z150_1_5450.JPG,EX-Z150,Casio,1
167,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Casio_EX-Z150_1_5451.JPG,EX-Z150,Casio,1
168,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Casio_EX-Z150_1_5452.JPG,EX-Z150,Casio,1
169,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Casio_EX-Z150_2_5959.JPG,EX-Z150,Casio,2
170,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Casio_EX-Z150_2_5960.JPG,EX-Z150,Casio,2
171,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Casio_EX-Z150_2_5961.JPG,EX-Z150,Casio,2
172,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Casio_EX-Z150_3_6452.JPG,EX-Z150,Casio,3
173,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Casio_EX-Z150_3_6453.JPG,EX-Z150,Casio,3
174,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Casio_EX-Z150_3_6454.JPG,EX-Z150,Casio,3
175,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Casio_EX-Z150_4_6954.JPG,EX-Z150,Casio,4
176,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Casio_EX-Z150_4_6955.JPG,EX-Z150,Casio,4
177,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Casio_EX-Z150_4_6956.JPG,EX-Z150,Casio,4
178,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Kodak_M1063_0_9369.JPG,M1063,Kodak,0
179,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Kodak_M1063_0_9370.JPG,M1063,Kodak,0
180,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Kodak_M1063_0_9371.JPG,M1063,Kodak,0
181,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Kodak_M1063_1_10036.JPG,M1063,Kodak,1
182,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Kodak_M1063_1_10037.JPG,M1063,Kodak,1
183,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Kodak_M1063_1_10038.JPG,M1063,Kodak,1
184,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Kodak_M1063_2_10677.JPG,M1063,Kodak,2
185,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Kodak_M1063_2_10678.JPG,M1063,Kodak,2
186,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Kodak_M1063_2_10679.JPG,M1063,Kodak,2
187,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Kodak_M1063_3_11373.JPG,M1063,Kodak,3
188,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Kodak_M1063_3_11374.JPG,M1063,Kodak,3
189,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Kodak_M1063_3_11375.JPG,M1063,Kodak,3
190,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Kodak_M1063_4_12021.JPG,M1063,Kodak,4
191,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Kodak_M1063_4_12022.JPG,M1063,Kodak,4
192,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Kodak_M1063_4_12023.JPG,M1063,Kodak,4
193,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_CoolPixS710_0_12834.JPG,CoolPixS710,Nikon,0
194,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_CoolPixS710_0_12835.JPG,CoolPixS710,Nikon,0
195,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_CoolPixS710_0_12836.JPG,CoolPixS710,Nikon,0
196,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_CoolPixS710_1_13231.JPG,CoolPixS710,Nikon,1
197,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_CoolPixS710_1_13233.JPG,CoolPixS710,Nikon,1
198,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_CoolPixS710_1_13234.JPG,CoolPixS710,Nikon,1
199,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_CoolPixS710_2_13648.JPG,CoolPixS710,Nikon,2
200,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_CoolPixS710_2_13649.JPG,CoolPixS710,Nikon,2
201,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_CoolPixS710_2_13650.JPG,CoolPixS710,Nikon,2
202,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_CoolPixS710_2_13651.JPG,CoolPixS710,Nikon,2
203,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_CoolPixS710_3_14085.JPG,CoolPixS710,Nikon,3
204,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_CoolPixS710_3_14086.JPG,CoolPixS710,Nikon,3
205,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_CoolPixS710_3_14087.JPG,CoolPixS710,Nikon,3
206,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_CoolPixS710_4_14503.JPG,CoolPixS710,Nikon,4
207,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_CoolPixS710_4_14504.JPG,CoolPixS710,Nikon,4
208,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_CoolPixS710_4_14505.JPG,CoolPixS710,Nikon,4
209,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_D200_0_14914.JPG,D200,Nikon,0
210,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_D200_0_14916.JPG,D200,Nikon,0
211,http://forensics.inf.tu-dresden.de/ddimgdb/images/gallery/Nikon_D200_0_14918.JPG,D200,Nikon,0
